registro_uid,ano,data_chave,titulo,sigla_titulo,tipo_ato_titulo,numero_titulo,autor,situacao_normalizada,revogada_flag,assunto_normalizado,ementa_status,pdf_ordem,pdf_tipo,url,arquivo,baixado_json,pdf_uid,group_key,sample_score
2016_00326,2016,2016-12-13,DSP - DESPACHO 3194/2016,DSP,DESPACHO,3194/2016,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Exclusão,NULL,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20163194ti.pdf,dsp20163194ti.pdf,True,2016_00326__1,,
2016_03757,2016,2016-02-22,DSP - DESPACHO 423/2016,DSP,DESPACHO,423/2016,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Homologação,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp2016423ti.pdf,dsp2016423ti.pdf,True,2016_03757__1,,
2016_01398,2016,2016-09-08,DSP - DESPACHO 2331/2016,DSP,DESPACHO,2331/2016,SFF/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Itaiquara Alimentos S.A,NULL,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20162331.pdf,dsp20162331.pdf,True,2016_01398__1,,1.3002831257078142
2016_01901,2016,2016-07-27,DSP - DESPACHO 1978/2016,DSP,DESPACHO,1978/2016,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20161978ti.pdf,dsp20161978ti.pdf,True,2016_01901__1,,
2016_04178,2016,2016-01-14,DSP - DESPACHO 046/2016,DSP,DESPACHO,046/2016,SCG/ANEEL,REVOGADA,1,Prime Projetos e Consultoria Ltda,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp2016046ti.pdf,dsp2016046ti.pdf,True,2016_04178__1,,1.4002831257078143
2016_04185,2016,2016-01-13,DSP - DESPACHO 021/2016,DSP,DESPACHO,021/2016,SCG/ANEEL,REVOGADA,1,Registro,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp2016021ti.pdf,dsp2016021ti.pdf,True,2016_04185__1,,
2016_02129,2016,2016-06-30,DSP - DESPACHO 1592/2016,DSP,DESPACHO,1592/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Conhecimento,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/adsp20161592_1.pdf,adsp20161592_1.pdf,True,2016_02129__2,DSP | Voto,
2016_04244,2016,2016-01-07,ECT - EXTRATO DE CONTRATO 010/2016,ECT,EXTRATO DE CONTRATO,010/2016,MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Extrato,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/ect2016010mme.pdf,ect2016010mme.pdf,True,2016_04244__1,,
2016_03586,2016,2016-03-03,ECT - EXTRATO DE CONTRATO 039/2016,ECT,EXTRATO DE CONTRATO,039/2016,SLC/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Extrato,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/ect2016039.pdf,ect2016039.pdf,True,2016_03586__1,ECT | Texto Integral,
2016_03671,2016,2016-02-29,INA - INSTRUÇÃO ADMINISTRATIVA 008/2016,INA,INSTRUÇÃO ADMINISTRATIVA,008/2016,SRH/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Consolidação,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/ina2016008srh.pdf,ina2016008srh.pdf,True,2016_03671__1,,1.1666666666666667
2016_03281,2016,2016-03-23,INA - INSTRUÇÃO ADMINISTRATIVA 009/2016,INA,INSTRUÇÃO ADMINISTRATIVA,009/2016,SRH/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Procedimento administrativo,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/ina2016009srh.pdf,ina2016009srh.pdf,True,2016_03281__1,,1.1666666666666667
2016_00684,2016,2016-11-10,PRI - PORTARIA INTERMINISTERIAL 605/2016,PRI,PORTARIA INTERMINISTERIAL,605/2016,MME/MF,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Divulgação,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/pri2016605.pdf,pri2016605.pdf,True,2016_00684__1,,1.1428571428571428
2016_01697,2016,2016-08-08,PRT - PORTARIA 132/2016,PRT,PORTARIA,132/2016,SPE/MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/prt2016132spde.pdf,prt2016132spde.pdf,True,2016_01697__1,,
2016_03618,2016,2016-03-02,PRT - PORTARIA 034/2016,PRT,PORTARIA,034/2016,MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/prt2016034mme.pdf,prt2016034mme.pdf,True,2016_03618__1,,
2016_00779,2016,2016-10-27,PRT - PORTARIA 4257/2016,PRT,PORTARIA,4257/2016,SRH/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Capacitação técnica,NULL,1,Texto Integral,http://www2.aneel.gov.br/cedoc/prt20164257.pdf,prt20164257.pdf,True,2016_00779__1,,1.3010787486515643
2016_02626,2016,2016-05-12,PRT - PORTARIA 176/2016,PRT,PORTARIA,176/2016,MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Comissão de permanência,NULL,1,Texto Integral,http://www2.aneel.gov.br/cedoc/prt2016176mme.pdf,prt2016176mme.pdf,True,2016_02626__1,,1.3010787486515643
2016_00809,2016,2016-10-26,PRT - PORTARIA 505/2016,PRT,PORTARIA,505/2016,MME,REVOGADA,1,Concessionária de distribuição,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/prt2016505mme.pdf,prt2016505mme.pdf,True,2016_00809__1,,1.4010787486515643
2016_00810,2016,2016-10-26,PRT - PORTARIA 506/2016,PRT,PORTARIA,506/2016,MME,REVOGADA,1,Concessionária de transmissão,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/prt2016506mme.pdf,prt2016506mme.pdf,True,2016_00810__1,,1.4010787486515643
2016_02353,2016,2016-06-03,PRT - PORTARIA 4000/2016,PRT,PORTARIA,4000/2016,SRH/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Designação,NULL,1,Texto Integral,http://www2.aneel.gov.br/cedoc/prt20164000.pdf,prt20164000.pdf,True,2016_02353__1,PRT | Texto Integral,
2016_04175,2016,2016-01-15,PRT - PORTARIA 006/2016,PRT,PORTARIA,006/2016,SPE/MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,NULL,1,Texto Integral,http://www2.aneel.gov.br/cedoc/prt2016006spde.pdf,prt2016006spde.pdf,True,2016_04175__1,,
2016_02632,2016,2016-05-12,PRT - PORTARIA 182/2016,PRT,PORTARIA,182/2016,MME,REVOGADA,1,Geração,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/prt2016182mme.pdf,prt2016182mme.pdf,True,2016_02632__1,,1.4010787486515643
2016_03261,2016,2016-03-24,PRT - PORTARIA 104/2016,PRT,PORTARIA,104/2016,MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Leilão de energia de reserva,NULL,1,Texto Integral,http://www2.aneel.gov.br/cedoc/prt2016104mme.pdf,prt2016104mme.pdf,True,2016_03261__1,,1.3010787486515643
2016_03560,2016,2016-03-04,PRT - PORTARIA 3878/2016,PRT,PORTARIA,3878/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Progressão Funcional,NULL,1,Texto Integral,http://www2.aneel.gov.br/cedoc/prt20163878.pdf,prt20163878.pdf,True,2016_03560__1,,1.3010787486515643
2016_02259,2016,2016-06-24,PRT - PORTARIA 4040/2016,PRT,PORTARIA,4040/2016,ANEEL,REVOGADA,1,Recondução,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/prt20164040.pdf,prt20164040.pdf,True,2016_02259__1,,1.4010787486515643
2016_01445,2016,2016-09-02,PRT - PORTARIA 4140/2016,PRT,PORTARIA,4140/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/aprt20164140_1.pdf,aprt20164140_1.pdf,True,2016_01445__2,,
2016_03202,2016,2016-03-30,REA - RESOLUÇÃO AUTORIZATIVA 5731/2016,REA,RESOLUÇÃO AUTORIZATIVA,5731/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Revogação,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/rea20165731ti.pdf,rea20165731ti.pdf,True,2016_03202__1,,
2016_03904,2016,2016-02-10,REA - RESOLUÇÃO AUTORIZATIVA 5622/2016,REA,RESOLUÇÃO AUTORIZATIVA,5622/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Alteração,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/area20165622_1.pdf,area20165622_1.pdf,True,2016_03904__2,,
2016_02240,2016,2016-06-27,REH - RESOLUÇÃO HOMOLOGATÓRIA 2094/2016,REH,RESOLUÇÃO HOMOLOGATÓRIA,2094/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Prorrogação de prazo,PREENCHIDA,3,Nota Técnica,http://www2.aneel.gov.br/cedoc/nreh20162094.pdf,nreh20162094.pdf,True,2016_02240__3,,
2016_03042,2016,2016-04-08,REH - RESOLUÇÃO HOMOLOGATÓRIA 2044/2016,REH,RESOLUÇÃO HOMOLOGATÓRIA,2044/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Prorrogação,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/reh20162044ti.pdf,reh20162044ti.pdf,True,2016_03042__1,REH | Texto Integral,
2016_02735,2016,2016-05-09,REH - RESOLUÇÃO HOMOLOGATÓRIA 2072/2016,REH,RESOLUÇÃO HOMOLOGATÓRIA,2072/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Homologação,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/areh20162072_1.pdf,areh20162072_1.pdf,True,2016_02735__2,,
2016_00038,2016,2016-12-29,REN - RESOLUÇÃO NORMATIVA 756/2016,REN,RESOLUÇÃO NORMATIVA,756/2016,ANEEL,REVOGADA,1,Aprovação,PREENCHIDA,4,Anexos - Módulos,http://www2.aneel.gov.br/cedoc/aren2016756_2.zip,aren2016756_2.zip,True,2016_00038__4,REN | Anexos - Módulos,
2016_02553,2016,2016-05-18,REN - RESOLUÇÃO NORMATIVA 714/2016,REN,RESOLUÇÃO NORMATIVA,714/2016,ANEEL,REVOGADA,1,Alteração,NULL,1,Texto Integral,https://www2.aneel.gov.br/cedoc/ren2016714.html,ren2016714.html,True,2016_02553__1,REN | Texto Integral,
2016_00290,2016,2016-12-15,REN - RESOLUÇÃO NORMATIVA 750/2016,REN,RESOLUÇÃO NORMATIVA,750/2016,ANEEL,REVOGADA,1,Alteração,PREENCHIDA,3,Voto,http://www2.aneel.gov.br/cedoc/aren2016750_1.pdf,aren2016750_1.pdf,True,2016_00290__3,,
2016_03243,2016,2016-03-28,REN - RESOLUÇÃO NORMATIVA 703/2016,REN,RESOLUÇÃO NORMATIVA,703/2016,ANEEL,REVOGADA,1,Aprovação,PREENCHIDA,3,Voto,http://www2.aneel.gov.br/cedoc/aren2016703_1.pdf,aren2016703_1.pdf,True,2016_03243__3,REN | Voto,
2016_00236,2016,2016-12-19,REN - RESOLUÇÃO NORMATIVA 753/2016,REN,RESOLUÇÃO NORMATIVA,753/2016,ANEEL,REVOGADA,1,Fixação,PREENCHIDA,3,Voto,http://www2.aneel.gov.br/cedoc/aren2016753_1.pdf,aren2016753_1.pdf,True,2016_00236__3,,
2016_01258,2016,2016-09-20,REO - RESOLUÇÕES OUTRAS 003/2016,REO,RESOLUÇÕES OUTRAS,003/2016,CPPI/PR,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Deliberação,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/res2016003cppi.pdf,res2016003cppi.pdf,True,2016_01258__1,,1.1
2016_02528,2016,2016-05-20,REO - RESOLUÇÕES OUTRAS 476/2016,REO,RESOLUÇÕES OUTRAS,476/2016,ANA,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Transformação,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/res2016476ana.pdf,res2016476ana.pdf,True,2016_02528__1,,1.1
2016_01751,2016,2016-08-04,AAP - AVISO DE AUDIÊNCIA PÚBLICA 047,SEM_MATCH,SEM_MATCH,SEM_MATCH,SMA/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aviso,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/aap2016047ti.pdf,aap2016047ti.pdf,True,2016_01751__1,SEM_MATCH | Texto Integral,
2016_01171,2016,2016-09-27,DSP - DESPACHO/2016,SEM_MATCH,SEM_MATCH,SEM_MATCH,SRH/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Publicidade,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp2016sn51srh.pdf,dsp2016sn51srh.pdf,True,2016_01171__1,,1.0067114093959733
2016_01673,2016,2016-08-09,DSP - DESPACHO,SEM_MATCH,SEM_MATCH,SEM_MATCH,ANA,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Solicitação,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp2016sn152ana.pdf,dsp2016sn152ana.pdf,True,2016_01673__1,,1.0067114093959733
